chr	start	end	strand	pvalue	qvalue	meth.diff
1	247376001	247377000	*	0.000495801678862484	0.00792199161494955	15.1537270665111
1	247496001	247497000	*	3.5074413860288e-33	8.00343177429328e-30	18.9224649429213
1	247748001	247749000	*	1.00458281502922e-13	2.80854489079822e-11	19.9942197150516
1	247823001	247824000	*	1.26417073616747e-15	4.76830797665351e-13	-22.5152764484394
1	247828001	247829000	*	3.69368204381545e-18	1.98773315730562e-15	-22.1611738047697
1	247865001	247866000	*	3.96159736047149e-07	2.43321538182206e-05	21.3760504201681
1	248022001	248023000	*	6.81293152168887e-20	4.51184712173824e-17	18.0679993047106
1	248072001	248073000	*	4.39071520127578e-10	5.96679830087726e-08	16.6660751886626
1	248276001	248277000	*	0.00111191164762191	0.0144597991938903	20.8235294117624
1	248295001	248296000	*	0.000947035768654829	0.0128467141233486	20.1207845013122
1	248341001	248342000	*	1.50082432359898e-09	1.80915781284419e-07	15.211575211575
1	248478001	248479000	*	8.16703220287063e-05	0.0019806524319631	16.8831168830889
1	248556001	248557000	*	1.42115267645782e-09	1.72214461588963e-07	20.268505973642
1	248857001	248858000	*	2.74446586807235e-15	9.85016413773455e-13	18.8536170291719
1	249058001	249059000	*	0.00301784127757496	0.0297853177166229	18.2649086005358
2	164001	165000	*	0.000288734973146134	0.0052589934109326	-15.9655722754218
2	545001	546000	*	5.93070524854613e-25	6.75177958638197e-22	-16.6863923925925
2	745001	746000	*	1.32047333799558e-14	4.25419903605757e-12	-38.4057971014491
2	895001	896000	*	0.00202392728267298	0.0223898188570882	15.2955736750146
2	1118001	1119000	*	8.25473037284309e-05	0.00199728366290829	16.1351486582572
2	1801001	1802000	*	6.51311589486477e-48	3.72033436853169e-44	19.3794755445611
2	2061001	2062000	*	1.14808733500406e-16	5.0210158502625e-14	15.0148178357803
2	2282001	2283000	*	0.000123895814856813	0.00274211731693337	16.1253156178756
2	2313001	2314000	*	3.55100102362714e-06	0.00015577147339353	-21.3496262755054
2	2598001	2599000	*	0.0011560327971254	0.0148804807263651	-17.3961096374744
2	2823001	2824000	*	9.1948235377356e-11	1.46442338443261e-08	17.603891877077
2	2967001	2968000	*	0.00347751682973219	0.0329235499706834	15.8997252747253
2	3016001	3017000	*	5.46723818569727e-06	0.000222989527866466	16.9551382562595
2	4025001	4026000	*	0.000125027700036751	0.00276162709887156	-15.0000000154626
2	4102001	4103000	*	1.7385133753421e-16	7.39351245901083e-14	16.0009209960377
2	4149001	4150000	*	5.56937627360622e-14	1.62316611276558e-11	16.0150617177734
2	4261001	4262000	*	0.00011657744893381	0.00261545400179461	-19.6981589541291
2	4328001	4329000	*	1.52287585203005e-07	1.06860447974916e-05	16.5660690332066
2	4355001	4356000	*	2.71839047716085e-09	3.08175701641304e-07	15.4127150751651
2	4535001	4536000	*	0.000644758294337111	0.00965944856951643	15.1607359271504
2	4543001	4544000	*	0.000246830078767823	0.0046659775060167	21.904761902303
2	4625001	4626000	*	0.00214229557810774	0.0233235415557528	-17.4954627928884
2	4635001	4636000	*	1.24103310043556e-05	0.000437690029342194	17.1010596851499
2	4649001	4650000	*	1.00321552367522e-13	2.80502141640353e-11	-18.8095056127207
2	4894001	4895000	*	0.00114590323595449	0.0147831159196401	-15.2819366538737
2	5257001	5258000	*	4.43374066131216e-24	4.59650049346514e-21	16.0301060933977
2	6059001	6060000	*	0.00476372137049495	0.0410532281632956	-15.8626138687205
2	6224001	6225000	*	0.00458210953472591	0.0399495504037228	-17.1237384817685
2	6368001	6369000	*	0.000697919001368553	0.0102454220111505	-18.5714285714285
2	7022001	7023000	*	1.67244853603814e-37	5.17085981701553e-34	17.7462304116576
2	7070001	7071000	*	2.0135693428301e-17	9.81821204885065e-15	19.3839861943877
2	7184001	7185000	*	1.16362840952168e-14	3.77626585216426e-12	16.9266381766338
2	8375001	8376000	*	2.14369675884737e-15	7.81374339333083e-13	16.9274500599802
2	8597001	8598000	*	1.63769443271861e-23	1.59916927228681e-20	15.9437645551602
2	8824001	8825000	*	3.92223612252711e-18	2.10431072417986e-15	22.5087717699381
2	9324001	9325000	*	3.00890804258728e-56	2.58103807379051e-52	15.3520030724883
2	10951001	10952000	*	1.40535662180538e-23	1.38311463761298e-20	19.2130207681602
2	11012001	11013000	*	6.77887030145399e-05	0.00171021811855157	15.3210919016196
2	11273001	11274000	*	6.42878806396457e-30	1.14040871718868e-26	20.6273535838985
2	11369001	11370000	*	2.79110298575171e-20	1.93235275150708e-17	24.9294956803248
2	11469001	11470000	*	8.67221020094176e-09	8.62987446343673e-07	15.3292984817537
2	11888001	11889000	*	2.04433847373924e-35	5.46931050541993e-32	21.1806105029637
2	11889001	11890000	*	1.02063935670587e-14	3.33867878940362e-12	15.8541180537551
2	12188001	12189000	*	1.2057361895321e-05	0.000427304978263399	16.871771056005
2	12443001	12444000	*	5.14857041913764e-08	4.15166315143353e-06	15.3404883449356
2	12835001	12836000	*	0.000115352494343168	0.00259425413722629	18.6333148203526
2	13271001	13272000	*	0.000102064028242411	0.00235868654907429	-19.5902547065338
2	13519001	13520000	*	0.00099363083900908	0.013310337015506	17.4293648877064
2	13823001	13824000	*	7.2846344299486e-05	0.00181058447230415	16.2792591558472
2	13834001	13835000	*	0.000132457378100388	0.00288636602406925	20.2936128051169
2	13962001	13963000	*	1.61590103289202e-05	0.00054286547401086	16.7136093360378
2	14019001	14020000	*	1.19512555985813e-06	6.23269604091044e-05	-16.1095372993374
2	14790001	14791000	*	8.0600075254256e-05	0.001960045449612	-19.8951048950868
2	14866001	14867000	*	0.000354236298653701	0.0061418371531615	-17.0355176508666
2	14870001	14871000	*	1.05379785139663e-05	0.00038284634959331	-15.4550499445061
2	14949001	14950000	*	0.000872792524874688	0.0120908834821537	-16.8113385592989
2	14981001	14982000	*	0.000430735295506754	0.00712588995337508	-16.2473491356463
2	15011001	15012000	*	1.38722443258752e-10	2.12037412224473e-08	-16.7830073490442
2	15174001	15175000	*	2.48407150569519e-10	3.58794241314944e-08	16.0653681118603
2	15782001	15783000	*	8.62775997468853e-18	4.42586361896252e-15	15.2667754210437
2	16084001	16085000	*	7.16193557042721e-19	4.20170839832127e-16	20.8353764741122
2	16085001	16086000	*	2.45380426054161e-75	4.04621210996848e-71	30.1640127150894
2	16086001	16087000	*	1.96784454113563e-48	1.1568093264668e-44	18.5177060102079
2	16575001	16576000	*	1.08363875788257e-16	4.75661355045929e-14	16.1149961801476
2	16578001	16579000	*	1.12927479527573e-12	2.63226846612386e-10	16.8796443117868
2	16657001	16658000	*	9.74106877241852e-06	0.000359064001070468	16.1417462937433
2	16659001	16660000	*	2.36699993956109e-10	3.43664325370416e-08	17.7248677248677
2	16667001	16668000	*	1.84041473950311e-16	7.79526542776957e-14	21.4789661946829
2	16725001	16726000	*	9.5901912940817e-05	0.00224719702078875	25.2722323048971
2	16795001	16796000	*	9.13553883589456e-17	4.05346130824575e-14	17.005932329023
2	16817001	16818000	*	1.60381274176985e-21	1.26999009098652e-18	16.9316900587069
2	17266001	17267000	*	5.22959346382983e-06	0.000214916211338879	18.8803966122702
2	17292001	17293000	*	0.000249761774119176	0.00470752034688487	15.3621232545103
2	17322001	17323000	*	8.27006310095151e-06	0.000313874519773491	21.0023937164966
2	17939001	17940000	*	3.5880838680492e-05	0.00103163480600054	15.3485173998975
2	18217001	18218000	*	3.66845063398979e-06	0.000159955953571577	20.6305527139385
2	18411001	18412000	*	1.18329245267353e-07	8.58606015977821e-06	15.4275897257009
2	18471001	18472000	*	0.000279455644561817	0.00512914026256345	23.3477789551927
2	18504001	18505000	*	4.35062528791371e-05	0.00120332618875541	17.2034431065179
2	18548001	18549000	*	1.55844717814495e-24	1.68633761149534e-21	-21.3905732035959
2	18831001	18832000	*	4.9147238590549e-08	3.98515796782853e-06	25.3327707238091
2	19141001	19142000	*	2.57743026526023e-05	0.000791381232043547	20.1165501165439
2	19519001	19520000	*	9.42638053260591e-13	2.22813222888987e-10	23.5843204441452
2	19820001	19821000	*	2.51451028924026e-05	0.000775595419785781	-27.7667227698894
2	19883001	19884000	*	0.00012774961753544	0.00280715747879483	19.1260115606729
2	20024001	20025000	*	0.00438896143676815	0.0387632627004023	-16.246811223489
2	20842001	20843000	*	1.28481560837981e-17	6.44703997137473e-15	15.3692377353279
2	21060001	21061000	*	0.000640349039003766	0.00960991988576996	15.6673904164069
2	21392001	21393000	*	1.00115729177827e-05	0.000367161213517975	-16.0403865233371
2	21467001	21468000	*	7.64123386536021e-05	0.00187935172419473	17.0400466488037
2	21679001	21680000	*	2.09469631758179e-08	1.88454958612861e-06	20.0585168992769
2	21740001	21741000	*	4.23701469398125e-05	0.00117835637142632	18.7570796004526
2	21760001	21761000	*	3.01492944836868e-06	0.000135793176462387	23.0527430291713
2	22336001	22337000	*	5.76573465024799e-05	0.00150492510666476	17.3395022528652
2	22356001	22357000	*	0.000365384940345677	0.00628703139135305	18.8115894581764
2	22403001	22404000	*	2.00177332647677e-08	1.80995460728462e-06	16.1048668768823
2	22465001	22466000	*	2.73321270733582e-07	1.76926176781372e-05	16.387096744648
2	22746001	22747000	*	2.29404277226383e-06	0.000108057859433834	15.137179816467
2	22760001	22761000	*	9.58144401099405e-05	0.00224557241084631	16.5254237274698
2	22863001	22864000	*	3.13720785861871e-08	2.68974845573093e-06	16.9898001512563
2	22947001	22948000	*	1.6059393843771e-11	3.00467978970302e-09	-23.4213930971117
2	22995001	22996000	*	4.86816157069801e-06	0.000202393336761583	20.5113249553687
2	23028001	23029000	*	0.00418047678243347	0.0374637307056731	-15.2821549622406
2	23045001	23046000	*	8.2095824570516e-10	1.05165364977922e-07	-18.6377016366204
2	23213001	23214000	*	4.53419498815534e-08	3.71671868668288e-06	19.1855443687691
2	23393001	23394000	*	1.95835499814171e-10	2.89218135054237e-08	23.860338936488
2	23418001	23419000	*	1.18918270669388e-06	6.20738315153474e-05	-15.3952328481117
2	23470001	23471000	*	2.77619710156174e-10	3.95820276054403e-08	-15.6582610114892
2	23487001	23488000	*	2.276154069836e-10	3.3164984073306e-08	-16.6077034532722
2	24051001	24052000	*	3.08238840990931e-06	0.000138398833145408	20.9533709533219
2	24052001	24053000	*	1.26288748540255e-08	1.20547799139071e-06	15.8373432543337
2	24233001	24234000	*	2.94410712133269e-32	6.25524467324203e-29	15.4986420930586
2	24397001	24398000	*	2.92528872906814e-40	1.07117781436349e-36	15.2122039324073
2	24740001	24741000	*	9.30361916734148e-22	7.59184010907695e-19	22.6309219070548
2	25427001	25428000	*	1.43491398177899e-99	4.22709213950501e-95	19.1835220083233
2	25439001	25440000	*	7.32204429830646e-113	2.74245913985474e-108	22.445718353477
2	26461001	26462000	*	1.08009119710993e-18	6.19655173752365e-16	17.0675872098082
2	26497001	26498000	*	4.80436257171557e-08	3.90763466924201e-06	15.802411435977
2	27201001	27202000	*	7.3429252444109e-06	0.000284762826881178	16.0509220527232
2	27301001	27302000	*	7.04495728963295e-20	4.65360785539066e-17	16.8606035511536
2	27302001	27303000	*	9.67291764764766e-39	3.25556136835343e-35	28.6522070207839
2	27319001	27320000	*	1.7751269628888e-17	8.72861088920936e-15	20.6754276587696
2	27529001	27530000	*	7.93429043413168e-37	2.32169912536193e-33	16.9617415689803
2	27530001	27531000	*	1.83281626352468e-56	1.6071395741562e-52	19.9306825144461
2	28118001	28119000	*	1.73658836724734e-08	1.59610648938058e-06	17.7420610207022
2	28152001	28153000	*	1.97521645806592e-21	1.5481906032833e-18	17.779541893684
2	28246001	28247000	*	1.78771157052102e-21	1.40708423184992e-18	19.8857760925954
2	28620001	28621000	*	2.66180264101413e-25	3.16786895719982e-22	16.806098926155
2	28993001	28994000	*	6.01845774284071e-15	2.04237913688506e-12	19.7575891540874
2	29534001	29535000	*	1.2953269599072e-06	6.67492962894156e-05	15.884046708114
2	29672001	29673000	*	4.7829946491159e-09	5.08092748464354e-07	17.419455828779
2	31840001	31841000	*	3.17694128085132e-06	0.000141985295477715	34.4141488577745
2	32960001	32961000	*	1.16171876210446e-07	8.45033402452125e-06	20.0868528465047
2	33643001	33644000	*	3.63876100035401e-42	1.47225954685897e-38	17.8983184532404
2	33645001	33646000	*	1.06777781493406e-10	1.67516781399657e-08	16.7027074601723
2	33662001	33663000	*	8.09193072234991e-19	4.71775215948954e-16	21.9743019483943
2	33704001	33705000	*	1.15089262791925e-09	1.4252097231242e-07	15.5210977449134
2	33721001	33722000	*	7.28311236407566e-13	1.75603648651861e-10	24.4418518318476
2	33723001	33724000	*	1.40897334652863e-06	7.17161689170245e-05	16.2319099517597
2	34142001	34143000	*	2.78222470102178e-07	1.79633137452658e-05	15.6347551985356
2	34212001	34213000	*	0.00240110889654838	0.0253120870543312	17.0112066146409
2	34383001	34384000	*	0.000106127563852319	0.00243120760998729	16.413085055988
2	34793001	34794000	*	3.59245683075442e-05	0.00103260901092283	15.0424214629618
2	34914001	34915000	*	8.69595098331761e-07	4.75402951211466e-05	38.6822351946261
2	35191001	35192000	*	0.00265723514311797	0.02721166794192	15.7746833317302
2	35300001	35301000	*	9.49498337852397e-06	0.00035161948941627	15.7445677845894
2	35458001	35459000	*	3.21897109387394e-06	0.000143518760901628	20.7386363183008
2	35480001	35481000	*	1.90372636060464e-06	9.24633132738363e-05	16.6575899791532
2	35647001	35648000	*	5.3736960867153e-08	4.30749682053365e-06	-17.5633466772707
2	35657001	35658000	*	8.524847985222e-06	0.000321843884340041	-22.9452054782287
2	35720001	35721000	*	0.00241839511372797	0.0254407147083292	-15.1845832365916
2	35821001	35822000	*	6.55367631792763e-05	0.00166541387830276	-15.0013228679774
2	35850001	35851000	*	0.000400982203026007	0.006751633639137	-17.4242424240104
2	35896001	35897000	*	0.00378202957966037	0.0349113504146195	15.8912076592084
2	36147001	36148000	*	2.16717476375116e-05	0.000687658075742341	15.0777363184079
2	36221001	36222000	*	0.000629809538712222	0.009491240954242	-15.8502024278314
2	36285001	36286000	*	9.08623708717151e-14	2.5588229508223e-11	20.5322102696838
2	36603001	36604000	*	8.54539938745018e-13	2.03604624129349e-10	19.8246768898656
2	36776001	36777000	*	5.13683739975982e-19	3.0532658114966e-16	22.1409930941433
2	36903001	36904000	*	0.000214299451719814	0.00419050295645235	17.0975484987998
2	37786001	37787000	*	7.59965209186348e-06	0.000292963839340516	-19.1969456926086
2	37813001	37814000	*	4.96543140071775e-12	1.02589099549212e-09	15.0417343891323
2	37865001	37866000	*	1.33798347700447e-09	1.63176850096867e-07	21.3157127832033
2	37872001	37873000	*	1.22814698597417e-16	5.34085658884151e-14	15.8839754538928
2	38192001	38193000	*	3.57933524574247e-07	2.22887069210216e-05	20.2248969357559
2	38300001	38301000	*	1.97767944415153e-29	3.39787360320797e-26	15.7909020882094
2	38301001	38302000	*	6.79412026084621e-57	6.05887165865867e-53	15.8460032993208
2	38976001	38977000	*	5.12999209086981e-36	1.42478900461249e-32	15.8518150932338
2	39652001	39653000	*	3.6861303076905e-10	5.1013124907124e-08	18.6602975896316
2	39865001	39866000	*	1.5324469296701e-10	2.32069981701172e-08	16.0800158424209
2	39892001	39893000	*	1.80068423224075e-38	5.94597272807259e-35	20.6903507216947
2	40062001	40063000	*	6.38874518457554e-15	2.15992970950834e-12	28.9968427095289
2	40325001	40326000	*	4.46696818026637e-06	0.000188550694731718	18.7177901463637
2	40430001	40431000	*	1.63288612747191e-05	0.000547624352262008	18.1029810213806
2	40591001	40592000	*	8.30428258890504e-10	1.06238331483993e-07	15.615427103804
2	40761001	40762000	*	9.64052611671856e-07	5.19545687827444e-05	19.6428571428571
2	40816001	40817000	*	3.71436931258567e-13	9.42828406406331e-11	-15.9539901679613
2	41335001	41336000	*	0.000158693536854329	0.00332286122381747	27.0273087345843
2	41520001	41521000	*	5.73534751414201e-09	5.97661051501712e-07	-17.6445110717706
2	41714001	41715000	*	6.62208023876526e-06	0.000261436856031378	20.4318488487997
2	43072001	43073000	*	9.15413758478338e-33	2.00674463018506e-29	18.6312625726766
2	43134001	43135000	*	3.09186641337032e-09	3.45466560984361e-07	16.1675926013556
2	43232001	43233000	*	4.59086513991334e-27	6.4400774086143e-24	21.233742819145
2	43395001	43396000	*	2.48437227749472e-17	1.1960377604264e-14	20.1045400238949
2	43767001	43768000	*	2.42894987648348e-10	3.51801628895133e-08	15.7261952110487
2	44464001	44465000	*	4.05165535673868e-10	5.55236461279586e-08	17.1571865443415
2	45164001	45165000	*	1.95558226645782e-25	2.36495382764079e-22	17.387083858234
2	45220001	45221000	*	1.92438594399061e-05	0.00062501433194431	18.1319554848361
2	45853001	45854000	*	5.99952176130335e-08	4.74202590684997e-06	27.9857132224356
2	46434001	46435000	*	1.63315319827201e-15	6.06754019420587e-13	16.1989151019003
2	46951001	46952000	*	1.03489863741944e-07	7.63715515925206e-06	16.9003791557969
2	47077001	47078000	*	1.83058991933433e-20	1.2975156023054e-17	21.3653740475918
2	47398001	47399000	*	0.000226355977032078	0.00436945930784284	16.3104845140505
2	47400001	47401000	*	1.00902596260903e-12	2.37264808229143e-10	21.8595498951746
2	47401001	47402000	*	2.17495934282614e-22	1.89134031624431e-19	17.1521438732973
2	47436001	47437000	*	2.25097071027305e-09	2.60238140271667e-07	18.9915823484359
2	47951001	47952000	*	1.44289672331287e-15	5.40048745075971e-13	-20.0625149318833
2	48006001	48007000	*	1.14036572722673e-19	7.33165591185155e-17	15.559342280936
2	48125001	48126000	*	1.08557103394152e-12	2.53874889705393e-10	20.933119263971
2	48571001	48572000	*	4.59616525499701e-09	4.90422205503371e-07	16.365279748116
2	48627001	48628000	*	8.16984895515408e-12	1.61684936932996e-09	16.0494849811801
2	48640001	48641000	*	0.00184049955230113	0.0209138379817541	15.9419880131174
2	48758001	48759000	*	2.25773154848804e-15	8.20150214704283e-13	16.2172218591253
2	48979001	48980000	*	3.92609463201483e-09	4.27172847151616e-07	-28.9481547885851
2	49041001	49042000	*	0.000647999235002129	0.00969625674620334	-15.9476737916136
2	49292001	49293000	*	0.000240214108948045	0.00456981293427654	-16.3236201048412
2	49301001	49302000	*	5.81443025177533e-07	3.37364600049884e-05	17.4229194415743
2	49456001	49457000	*	5.57031870985014e-172	4.56389789549877e-167	41.4122809113972
2	49547001	49548000	*	6.73099205477876e-07	3.82371042985657e-05	17.6415874328235
2	49620001	49621000	*	9.70784285094507e-09	9.54416952326239e-07	24.7303497485377
2	49781001	49782000	*	0.00245292791927454	0.0256986087335864	16.722408023415
2	50015001	50016000	*	2.86719929794586e-10	4.07819241193933e-08	21.0158011313976
2	50210001	50211000	*	1.23229707892588e-06	6.39753536259331e-05	16.007565027289
2	50486001	50487000	*	1.62888483417006e-05	0.000546506130379521	-20.6972789115646
2	50618001	50619000	*	3.96283398733859e-06	0.000170564043925073	28.0226325193547
2	50669001	50670000	*	6.81842265387761e-05	0.00171824565450132	22.5997425451629
2	50836001	50837000	*	0.00141884976283183	0.0172967476692758	-20.7792207743234
2	50846001	50847000	*	0.0017245645788513	0.0199433172618366	-16.1238148354507
2	51005001	51006000	*	1.50012935854144e-05	0.000510824879166126	-15.759698272989
2	51115001	51116000	*	2.74015432350613e-05	0.000831308539149692	-18.3072769092303
2	51194001	51195000	*	2.31952598091946e-05	0.000726400066741748	-15.387063622015
2	51195001	51196000	*	6.89191448201228e-10	8.97862523313794e-08	-15.3384274316922
2	51204001	51205000	*	0.00493890307253517	0.0420929228190107	-16.8229453943739
2	51284001	51285000	*	1.52286031432433e-09	1.83285578442319e-07	-17.2469721968023
2	51297001	51298000	*	6.50058187421049e-25	7.37812665797242e-22	18.7177816317995
2	51334001	51335000	*	0.000782168294071364	0.0111502998966456	-15.0058654523127
2	51345001	51346000	*	0.000229449738339923	0.00441342002296044	-24.3538151988617
2	51464001	51465000	*	3.68842785772427e-05	0.00105437971310663	-19.5213118707421
2	51838001	51839000	*	0.00170794468766367	0.019805281244122	15.2409124826765
2	52125001	52126000	*	2.27914606040358e-15	8.27294994976657e-13	20.3143074147095
2	52403001	52404000	*	1.21234608131783e-05	0.000429281916853516	17.3249211356467
2	52508001	52509000	*	0.00561994394509861	0.0460515830056693	20.4489795918367
2	52707001	52708000	*	6.91162339692448e-06	0.000270861212874737	19.0282442089728
2	52822001	52823000	*	0.000175903805845758	0.00359971028895817	19.8633603238862
2	52833001	52834000	*	4.14945777425754e-15	1.4465105799686e-12	35.4965020361282
2	52848001	52849000	*	0.00327197840051201	0.0315343232820232	17.8757062146884
2	52872001	52873000	*	0.00432038396067232	0.0383393022260322	20.8089953203997
2	52873001	52874000	*	1.13587834514217e-05	0.000407154741459237	15.3972318758618
2	52882001	52883000	*	0.000676612295091984	0.0100130828692991	16.5238777329708
2	52902001	52903000	*	4.82441888951413e-08	3.92260893520001e-06	15.038792767248
2	52928001	52929000	*	6.08879007281359e-06	0.000243774565356342	19.873786407767
2	53075001	53076000	*	0.000853934601024385	0.0118998750231503	-15.6112722751761
2	53433001	53434000	*	2.80613537045365e-05	0.000847509773919993	17.6633613018042
2	53965001	53966000	*	0.000480504098322041	0.00774105922731217	15.3984727397757
2	54799001	54800000	*	3.51316444694378e-31	6.86359765070505e-28	31.6969579590918
2	54919001	54920000	*	7.14989077042198e-25	8.04832880740263e-22	31.5551612563622
2	55347001	55348000	*	1.22284542248821e-17	6.15847598310726e-15	18.1575833605727
2	55922001	55923000	*	6.76823038795255e-85	1.38634403311631e-80	-20.3662707734188
2	56176001	56177000	*	0.00413406896973096	0.0371705537056546	19.414242335066
2	56317001	56318000	*	9.62441806208256e-13	2.27105256080051e-10	-15.4011407150677
2	56385001	56386000	*	0.00135176786550594	0.0166944569861576	-15.109618288809
2	56404001	56405000	*	0.000912260789142888	0.0124945149240697	-16.5914786965911
2	56433001	56434000	*	8.44023129898249e-09	8.42621245467278e-07	-18.9440109358088
2	56469001	56470000	*	0.000129113801692621	0.00283047846878369	21.9712070225226
2	56482001	56483000	*	2.064587506526e-06	9.89300281221423e-05	-17.0351425081201
2	56628001	56629000	*	0.00316427841913738	0.0307969092632266	-17.0440941739548
2	56706001	56707000	*	3.59509402294306e-08	3.03420380586673e-06	-18.619828259124
2	56709001	56710000	*	0.00033271549632345	0.00585614921857478	-15.2136405155772
2	56715001	56716000	*	4.24648177281072e-05	0.00118051842078469	-16.838197283699
2	56752001	56753000	*	0.00250995058605731	0.0261268139304136	-26.8421052624263
2	56755001	56756000	*	0.00025907739714691	0.00484261419136975	-20.3587962962962
2	56774001	56775000	*	0.000788505029432036	0.0112152053585415	-18.8636363530787
2	56786001	56787000	*	1.19730323768495e-09	1.47744864031884e-07	-21.3101069249519
2	56814001	56815000	*	3.74713355690497e-12	7.95624971701379e-10	-21.2300883401511
2	56816001	56817000	*	1.70840194102211e-06	8.44740707650407e-05	-22.2753060615093
2	56876001	56877000	*	6.6070824138395e-07	3.76408590463835e-05	-20.4777444197875
2	56947001	56948000	*	7.25642413686951e-21	5.34865576220458e-18	16.8951787473444
2	56985001	56986000	*	1.74015650902925e-06	8.57918101038027e-05	15.1789139130561
2	57143001	57144000	*	0.000202697906180623	0.00401308700600929	-16.6666666666635
2	57431001	57432000	*	1.61207366778577e-05	0.00054180876578345	-20.0111716240536
2	57448001	57449000	*	4.29680873851426e-06	0.000182499901656737	16.7407649558056
2	58208001	58209000	*	0.00349279082709404	0.0330234816924322	18.7392739273928
2	58841001	58842000	*	1.46951700751331e-10	2.23339837223621e-08	16.115440115166
2	59122001	59123000	*	1.05738084139603e-10	1.66024749697214e-08	18.3932829075992
2	59131001	59132000	*	6.75582055406058e-11	1.10490094503257e-08	18.2941667660296
2	59253001	59254000	*	2.61952863202961e-21	2.02954483142531e-18	20.1578547165488
2	59324001	59325000	*	6.34719215029248e-07	3.6372857083709e-05	18.2256681991433
2	59499001	59500000	*	5.36862320102999e-05	0.00142136751013764	16.3614922813032
2	59502001	59503000	*	0.000371724295623784	0.00637148123264888	24.8302060499125
2	59628001	59629000	*	0.00536558177375973	0.0445876978141483	-19.7993311036397
2	59844001	59845000	*	7.84359257127096e-05	0.00191950614270555	16.6323561703997
2	59873001	59874000	*	3.51732186394581e-09	3.87635482182595e-07	16.3792682092339
2	59928001	59929000	*	0.000142514874765555	0.00305652420284811	15.0705954573349
2	59935001	59936000	*	1.05217229300325e-06	5.59547534602351e-05	17.2623971086427
2	59953001	59954000	*	3.8531807604312e-22	3.26939020665612e-19	16.7568611178349
2	59994001	59995000	*	1.89622630933397e-19	1.1905168090066e-16	23.4493457930991
2	60223001	60224000	*	1.87937798104118e-17	9.20325851149989e-15	16.2489751447414
2	60353001	60354000	*	6.44735818069816e-15	2.17778004093859e-12	16.111281648151
2	60414001	60415000	*	3.87267619032489e-06	0.000167227129098754	15.0479511769828
2	60557001	60558000	*	8.26423928054284e-08	6.27624962686322e-06	21.1339707041854
2	60751001	60752000	*	2.04139936539506e-23	1.97790777138531e-20	22.1391436415208
2	60773001	60774000	*	1.73183369743795e-24	1.86242305070686e-21	23.7240413088109
2	60774001	60775000	*	5.1432793760659e-14	1.50702339213074e-11	18.2513641474151
2	60775001	60776000	*	9.18775167558134e-15	3.02775219678266e-12	18.0638769635607
2	60790001	60791000	*	1.71319851946885e-05	0.000569546564367865	-15.0979455327277
2	61766001	61767000	*	9.43496296895823e-27	1.28170696583459e-23	16.9705995225012
2	62218001	62219000	*	3.96280438831874e-10	5.44226658208623e-08	17.8059149370986
2	62271001	62272000	*	1.0628090122676e-05	0.000385532473000492	18.5320705983031
2	62339001	62340000	*	6.06412038995092e-10	7.99634928076656e-08	20.5439511775214
2	62505001	62506000	*	0.00145073109157414	0.0175810133012422	26.0271200160605
2	62637001	62638000	*	1.68951605226694e-21	1.33463012577387e-18	20.6290017272168
2	62723001	62724000	*	2.12509276483767e-18	1.17843675219468e-15	15.4031439554736
2	62753001	62754000	*	3.19212968156162e-06	0.000142545039429873	21.6313330937826
2	62868001	62869000	*	0.000406227782021743	0.0068185006309799	19.5861049517763
2	63022001	63023000	*	4.93303805663346e-10	6.63909790684655e-08	18.5073476639555
2	63279001	63280000	*	5.03764786394926e-90	1.16884040710805e-85	24.3447552469514
2	64173001	64174000	*	1.18729475035752e-09	1.46599533469335e-07	-34.679365077525
2	64270001	64271000	*	0.000151364931463226	0.00320325390204035	16.3389559662117
2	64976001	64977000	*	1.45834092455937e-10	2.21872782044037e-08	16.0930205807363
2	65025001	65026000	*	1.46079757158947e-16	6.27247720848509e-14	20.7913884182199
2	65053001	65054000	*	3.2583659509824e-09	3.61880275689066e-07	17.4354316165431
2	65156001	65157000	*	2.05880524990367e-05	0.000659932738195581	19.213328753005
2	65175001	65176000	*	1.41344015554648e-24	1.53831926547849e-21	24.0197042706361
2	65259001	65260000	*	1.41059324418373e-14	4.52397182892255e-12	18.4151605796196
2	65286001	65287000	*	2.75011037915521e-07	1.77852331750206e-05	17.1977159932008
2	65518001	65519000	*	2.76369248543978e-18	1.51051781918709e-15	15.5515753478094
2	65609001	65610000	*	1.27675112435349e-05	0.000448122363468155	15.0178522038671
2	65874001	65875000	*	0.000766552183690687	0.0109858624273443	-17.8668409282115
2	66210001	66211000	*	2.87891672504019e-06	0.000130654710296618	21.3616155034345
2	66273001	66274000	*	2.57394402586184e-06	0.000118980663567368	-17.514368469739
2	66310001	66311000	*	0.000112340759382982	0.00254121281997463	-27.0365866394868
2	66415001	66416000	*	0.00174676846697711	0.0201302434943157	21.4753297496084
2	66482001	66483000	*	3.17457032141234e-05	0.000934904865809986	-20.0526242887551
2	66493001	66494000	*	0.00342068044383177	0.0325340631112332	-19.1734417332312
2	66668001	66669000	*	3.57491901340464e-20	2.44530616130101e-17	20.1475638796536
2	66669001	66670000	*	7.26762713038725e-16	2.82960216517378e-13	25.3185145025665
2	66670001	66671000	*	1.89352662586909e-42	7.81814182947301e-39	22.1807232873978
